time;gFx;gFy;gFz;TgF
1.2836625;0,0209;0,0155;1,0046;1,005
1.286160416;0,0196;0,0151;1,0047;1,005
1.290096875;0,0211;0,0151;1,0046;1,005
1.294196354;0,0208;0,0145;1,0055;1,006
1.298282291;0,0203;0,0146;1,0051;1,005
1.302886458;0,0205;0,0146;1,0057;1,006
1.306275;0,0212;0,0153;1,0055;1,006
1.309936458;0,0204;0,0153;1,0054;1,006
1.314160416;0,0199;0,0145;1,0045;1,005
1.318455208;0,0200;0,0151;1,0049;1,005
1.322;0,0195;0,0160;1,0045;1,005
1.325883333;0,0202;0,0145;1,0052;1,006
1.330058333;0,0201;0,0147;1,0048;1,005
1.336469791;0,0215;0,0158;1,0061;1,007
1.337500521;0,0211;0,0148;1,0055;1,006
1.341821875;0,0213;0,0161;1,0047;1,005
1.346382812;0,0211;0,0151;1,0048;1,005
1.351077083;0,0213;0,0152;1,0056;1,006
1.354132291;0,0210;0,0139;1,0054;1,006
1.357958854;0,0213;0,0151;1,0053;1,006
1.361717708;0,0225;0,0142;1,0041;1,004
1.367273958;0,0230;0,0150;1,0053;1,006
1.370155208;0,0214;0,0136;1,0053;1,006
1.3746;0,0206;0,0147;1,0062;1,006
1.379520312;0,0204;0,0157;1,0048;1,005
1.381966666;0,0204;0,0143;1,0057;1,006
1.385861979;0,0202;0,0137;1,0052;1,005
1.3900375;0,0212;0,0137;1,0050;1,005
1.394063021;0,0213;0,0150;1,0057;1,006
1.398072916;0,0205;0,0142;1,0069;1,007
1.402055729;0,0217;0,0152;1,0067;1,007
1.406372396;0,0205;0,0141;1,0061;1,006
1.409828125;0,0200;0,0121;1,0060;1,006
1.414267187;0,0198;0,0141;1,0045;1,005
1.418352604;0,0202;0,0152;1,0048;1,005
1.421690625;0,0194;0,0153;1,0046;1,005
1.426196354;0,0204;0,0150;1,0068;1,007
1.429403125;0,0223;0,0146;1,0057;1,006
1.433973437;0,0225;0,0144;1,0057;1,006
1.437556771;0,0226;0,0153;1,0057;1,006
1.441300521;0,0221;0,0156;1,0052;1,006
1.445390625;0,0228;0,0137;1,0053;1,006
1.450375;0,0224;0,0142;1,0067;1,007
1.453444791;0,0221;0,0143;1,0061;1,006
1.457635416;0,0214;0,0135;1,0061;1,006
1.461310416;0,0216;0,0144;1,0059;1,006
1.466985416;0,0217;0,0148;1,0056;1,006
